Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Town Hall Survey

Informed Consent


Hello Chico Student:


The following online survey is part of an important university study on how to improve students' experiences at the Town Hall Meeting. It will take approximately 5-10 minutes to complete.






















Taking part in this research is completely voluntary. If you choose to participate in this research, it is very important that you answer the questions as thoughtfully and frankly as possible. All your answers will be kept strictly confidential. You can stop participating at any time without penalty to your grade.
We would also like to emphasize that you will NOT be penalized if you choose to omit answers to some questions on the survey. To record your answers, you must proceed all the way through the end of the survey, even if you choose to omit answers to some questions. In addition, proceeding to the very end of the survey will remove any survey response information from the screen on your computer/device, protecting your privacy. 


Your student ID is being collected so we can match your responses to other important university programs (U-Course, Town Hall Meeting, Great Debate) and demographic information. IDs may be used for statistical analysis alongside other data such a GPA, retention, and graduation rates. Again, your answers are strictly confidential, and we are bound by rules of this University to maintain this confidentiality. Your information collected as part of this research will be stored on a password protected computer in a locked office within the First-Year Experience Program office and on a protected server that is located behind a secure firewall at the University Office for Institutional Research. You must be 18-years of age or older to take this survey.


Thank you for filling out this survey as completely and honestly as you can. We are asking you to do this because we value your experience and ideas about how to improve students' experiences here at Chico State.


If you'd like more information about this project, contact the First-Year Experience Program office at fye@csuchico.edu or (530) 898-3705.",Please enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,Please re-enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,What was your policy area or expertise?,The moderators effectively facilitated the discussion.,"The
students seemed well prepared for the discussion.","The
discussion among all participants was productive.","The consultants contributed effectively to
the conversation.",The Town Hall Meeting is useful for sharing ideas and involving campus and community members in a discussion of those ideas.,"I
would recommend the Town Hall Meeting next semester to others.",What did the Town Hall Meeting mean to you?,What was your biggest takeaway from your Breakout room discussion?,Which three action stations did you choose to do at the Action Symposium?,"Which, if any, of the action stations did you want to participate in but were not able to?","In preparation for the Town Hall Meeting, I feel an increased connection to Chico State and larger Chico community.","In participating in the Town Hall Meeting event, I feel an increased connection to Chico State and larger Chico community.","In preparation for the Town Hall Meeting, I feel that my confidence in my academic ability increased.","In participating in the Town Hall Meeting event, I feel that my confidence in my academic ability increased.","In preparation for the Town Hall Meeting, I have increased my confidence and ability to affect change in my community.","In participating in the Town Hall Meeting event, I have increased my confidence and ability to affect change in my community.","In preparation for the Town Hall Meeting, I have increased my confidence and ability to affect change in my community.","Because of my participation in the Town Hall Meeting event, I feel more likely to succeed in future courses.",Knowing I was participating in the Town Hall Meeting event changed my approach to my POLS 155 coursework.,What could be improved to make the Town Hall Meeting better?,Why did you take a Town Hall Section of POLS 155?
4/18/2023 0:28,4/18/2023 0:32,IP Address,73.116.109.188,100,247,TRUE,4/18/2023 0:32,R_1iaikWbDQ18rZ0H,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,8260123,8260123,Criminal Justice Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,It gave me an opportunity to learn how my voice could be heard,several different solutions to my problem,"Lobbying government officials,Social media for digital advocacy,Elect supportive public officials",,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,different hours,required
4/18/2023 0:30,4/18/2023 0:37,IP Address,132.241.174.193,100,424,TRUE,4/18/2023 0:37,R_1rrKFmCPgF4DHQw,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11702991,11702991,Drug Policy,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,"The Town Hall Meeting to me, was a chance to collaborate and brainstorm with others to hopefully promote positive change in our future.",The biggest takeaway for me was that realistically reaching the right level of government to properly insight change is more difficult than it seems,"Social media for digital advocacy,Organize a public demonstration,A letter to a government official",,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,more activities in the breakout rooms ,"I took the Town Hall section because it was the last class open, but i'm glad i did!"
4/18/2023 0:47,4/18/2023 0:53,IP Address,73.66.139.107,100,358,TRUE,4/18/2023 0:53,R_2AKIFvpxgZCkSNz,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11514569,11514569,Climate Change and Environmental Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,it meant knowing how to get involved in politics.,getting to know more classmates.,"Lobbying government officials,Petition,Organize a public demonstration",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,less time,to get more involved.
4/17/2023 23:54,4/18/2023 1:02,IP Address,124.29.216.16,100,4088,TRUE,4/18/2023 1:02,R_2zYoNTktH1s9EjH,,,,,30.2216,71.4702,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11251020,11251020,Climate Change and Environmental Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"To me, the Town Hall Meeting signifies an essential platform for voicing concerns, exchanging ideas, and contributing to collective decision-making.",My biggest takeaway from the breakout room discussion was the importance of actively involving all community members in decision-making processes to ensure diverse perspectives are considered,"Lobbying government officials,Write a letter to the editor,Social media for digital advocacy",A letter to a government official,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"To make a town hall meeting more effective and engaging, provide real-time translation services or tools to accommodate non-English speakers and encourage broader participation from diverse community members.","I chose the Town Hall section of POLS 155 to gain practical experience in politics, develop my communication skills, and strengthen my civic engagement."
4/18/2023 2:00,4/18/2023 2:03,IP Address,132.241.174.41,100,140,TRUE,4/18/2023 2:03,R_1gi0uhTqDx4MpPy,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11421502,11421502,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I appreciated connecting with other students,My biggest takeaway was that I made close friends with others in my group.,"Write a letter to the editor,Social media for digital advocacy,Organize a public demonstration",Petition,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,nothing! ,GE
4/18/2023 8:33,4/18/2023 8:36,IP Address,132.241.174.8,100,162,TRUE,4/18/2023 8:36,R_dgOd6F0nVtr2PAZ,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11538866,11538866,Firearm Policy,Agree,Agree,Agree,Strongly Agree,Agree,Agree,It was cool to hear other people’s thoughts and responses.,We were all mostly on the same page with firearm control ,"Social media for digital advocacy,Elect supportive public officials,Organize a public demonstration",Lobbying government officials,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Have more breakout room time for more discussion ,Credit
4/18/2023 9:31,4/18/2023 9:36,IP Address,132.241.174.61,100,305,TRUE,4/18/2023 9:36,R_r84ew3SfyABAURr,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11157160,11157160,Cost of Living and Poverty Policy,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,It was a interesting learning experience  ,That people are more aware of the housing crisis than I initially thought ,"Lobbying government officials,Petition,A letter to a government official",,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Water with the cookies would have been nice.,I have to take this class so I can graduate.
4/18/2023 11:30,4/18/2023 11:46,IP Address,98.208.118.142,100,968,TRUE,4/18/2023 11:46,R_2BalaAIWzeHVfNk,,,,,39.1061,-121.6159,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10103653,10103653,Immigration Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It was a good way to understand where my peers come from and their thoughts of certain subjects.,My biggest take away was how passionate my peers were to talk about the same ideas I wanted to talk about. ,"Social media for digital advocacy,Petition,A letter to a government official",Elect supportive public officials,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,"After attending the breakout dicussion, going back into the larger room seemed very crowded. A couple more tables would definitely help. ",It was the only one that fit in my schedule. I definitely learned a lot of meaningful information. 
4/18/2023 13:16,4/18/2023 13:18,IP Address,209.215.10.114,100,127,TRUE,4/18/2023 13:18,R_TcIxmLDtCJOyIyB,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10656582,10656582,Climate Change and Environmental Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,It was a great place to learn more about how to bring change via policy solutions ,I learned that our representatives really matter! ,"Lobbying government officials,Write a letter to the editor,Social media for digital advocacy",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Required 
4/18/2023 14:48,4/18/2023 14:58,IP Address,76.20.93.41,100,611,TRUE,4/18/2023 14:58,R_2us5TPWZ0ZMmQ2u,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11138050,11138050,Housing and Homelessness Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,"The Town Hall meeting was a place where I got to speak about the topic f my choice, Homelessness and Housing. This is a topic I was very interested especially living in Chico. It was nice to talk to peers about an issue that they also chose and was passionate about. ","The biggest takeaway is that although there are a lot of solutions to fight homelessness and help them better their lives, there is no quick fix nor is there one answer.  ","Social media for digital advocacy,Petition,Elect supportive public officials","Write a letter to the editor,A letter to a government official",Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,I think having bigger breakout groups would be better because I was in a group of four people that had to talk for an hour and some people were shy. If it was a group of 8 or so then I think conversations would have flowed better. ,I took a Town Hall section because I thought that this would be a better way to be more involved in the Chico community and do research on an issue I see on the daily. 
4/18/2023 10:14,4/18/2023 15:47,IP Address,132.241.174.115,100,19950,TRUE,4/18/2023 15:47,R_1IbYvrq2RNs4qo5,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11172708,11172708,Immigration Policy,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Great opportunity to share ideas with other people and also explore a variety of perspectives from others,,"Social media for digital advocacy,Petition,A letter to a government official",,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,,I actually didn't know about the town hall meeting when I chose this class.
4/11/2023 18:37,4/11/2023 20:36,IP Address,132.241.174.75,4,7117,FALSE,4/18/2023 20:36,R_3HvPdUtQV0HUeeN,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2023 21:16,4/11/2023 21:17,IP Address,76.137.238.225,4,18,FALSE,4/18/2023 21:17,R_22RkEdOg5GdAy5I,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2023 22:37,4/11/2023 22:37,IP Address,132.241.174.110,4,12,FALSE,4/18/2023 22:37,R_2V86B94c1oYsJoE,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2023 23:48,4/18/2023 23:51,IP Address,132.241.174.164,100,186,TRUE,4/18/2023 23:51,R_1jUQL7hdYLJqbT0,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11704434,11704434,Housing and Homelessness Policy,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,To me it meant i got inside insight from people who actively participate in the community.,That a lot of people really care for their topic and were passionate in what they were saying.,"Lobbying government officials,Write a letter to the editor,A letter to a government official",Social media for digital advocacy,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,,To fill a GE and to further my knowledge of the way our government works and operates.
4/12/2023 8:46,4/12/2023 8:47,IP Address,132.241.18.182,4,18,FALSE,4/19/2023 8:47,R_3qgmvtwiVrOBBBE,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2023 11:04,4/19/2023 11:06,IP Address,132.241.174.209,100,132,TRUE,4/19/2023 11:06,R_3haOOomX2HaApAZ,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11627773,11627773,Healthcare Policy,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,It meant a place where we could all express our opinion on things we’re passionate about.,Mental health is a part of healthcare policy too.,"Write a letter to the editor,Elect supportive public officials,A letter to a government official",,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,,I didn’t know there was another option
4/19/2023 13:43,4/19/2023 13:46,IP Address,132.241.174.107,100,199,TRUE,4/19/2023 13:46,R_BYCqox8z0bV95sZ,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11159214,11159214,Immigration Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It was a way to get better informed on my policy,I was able to obtain a lot of knew information that I did not know before ,A letter to a government official,Social media for digital advocacy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It was great!,Because it is a GE requirement
4/13/2023 14:00,4/13/2023 14:01,IP Address,132.241.174.53,4,21,FALSE,4/20/2023 14:01,R_1PT2Qw77IQasMWD,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2023 16:26,4/20/2023 16:30,IP Address,132.241.174.209,100,230,TRUE,4/20/2023 16:30,R_2THIf430tpBK2pW,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11537176,11537176,"Food, Agriculture, and Animal Policy",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,"It’s definitely not for me, my major doesn’t focus on any of this. However I did learn a lot about a topic that I am passionate about.",A lot of issues in agriculture stem from big corporations having government officials in their pockets,"Lobbying government officials,Elect supportive public officials,A letter to a government official",Social media for digital advocacy,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Strongly Disagree,Strongly Disagree,Disagree,,Pols 155 is a GE course for me
4/17/2023 11:01,4/17/2023 11:01,IP Address,132.241.174.150,4,7,FALSE,4/24/2023 11:03,R_2zpv3QAhGBs9PlH,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2023 12:07,4/17/2023 12:07,IP Address,132.241.174.40,4,16,FALSE,4/24/2023 12:11,R_3Pig3v1o1HnWOaN,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2023 12:26,4/17/2023 12:27,IP Address,132.241.174.58,4,11,FALSE,4/24/2023 12:27,R_6JMoTJ4jLDADFHb,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2023 15:14,4/17/2023 15:18,IP Address,98.255.115.118,40,245,FALSE,4/24/2023 15:18,R_sTIvfmXzxwDtYOJ,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10988615,10988615,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,,,,,,,,,,,,,
4/17/2023 15:30,4/17/2023 15:30,IP Address,172.56.168.5,4,8,FALSE,4/24/2023 15:30,R_3lE203jju9fZNrX,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2023 20:29,4/17/2023 20:29,IP Address,132.241.174.158,4,13,FALSE,4/24/2023 20:29,R_ZlZNjxFspm4knFn,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2023 21:50,4/17/2023 21:50,IP Address,38.80.247.93,4,17,FALSE,4/24/2023 21:50,R_yvVdBjm7LXcnWb7,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2023 22:34,4/17/2023 22:35,IP Address,132.241.174.24,40,50,FALSE,4/24/2023 22:35,R_2TL72j9wSj2XKJg,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11334077,11334077,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,
4/17/2023 23:21,4/17/2023 23:22,IP Address,73.66.149.52,4,13,FALSE,4/24/2023 23:22,R_2vZjhZb7l9vbFhA,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2023 23:30,4/17/2023 23:30,IP Address,132.241.174.177,4,13,FALSE,4/24/2023 23:30,R_1rNRXAdUJNlyBpc,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2023 23:49,4/17/2023 23:49,IP Address,132.241.174.5,12,31,FALSE,4/24/2023 23:49,R_8BVSbrPkH9Ck8kF,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11615306,11615306,,,,,,,,,,,,,,,,,,,,,,
