Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Town Hall Survey

Informed Consent


Hello Chico Student:


The following online survey is part of an important university study on how to improve students' experiences at the Town Hall Meeting. It will take approximately 5-10 minutes to complete.






















Taking part in this research is completely voluntary. If you choose to participate in this research, it is very important that you answer the questions as thoughtfully and frankly as possible. All your answers will be kept strictly confidential. You can stop participating at any time without penalty to your grade.
We would also like to emphasize that you will NOT be penalized if you choose to omit answers to some questions on the survey. To record your answers, you must proceed all the way through the end of the survey, even if you choose to omit answers to some questions. In addition, proceeding to the very end of the survey will remove any survey response information from the screen on your computer/device, protecting your privacy. 


Your student ID is being collected so we can match your responses to other important university programs (U-Course, Town Hall Meeting, Great Debate) and demographic information. IDs may be used for statistical analysis alongside other data such a GPA, retention, and graduation rates. Again, your answers are strictly confidential, and we are bound by rules of this University to maintain this confidentiality. Your information collected as part of this research will be stored on a password protected computer in a locked office within the First-Experience Program office and on a protected server that is located behind a secure firewall at the University Office for Institutional Research. You must be 18-years of age or older to take this survey.


Thank you for filling out this survey as completely and honestly as you can. We are asking you to do this because we value your experience and ideas about how to improve students' experiences here at Chico State.


If you'd like more information about this project, contact the First-Year Experience Program office at fye@csuchico.edu or (530) 898-3705.",Please enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,Please re-enter your student ID number. 9 digit number on your student ID. Make sure this is correct to get credit for the survey.,What was your policy area or expertise?,The moderators effectively facilitated the discussion.,"The
students seemed well prepared for the discussion.","The
discussion among all participants was productive.","The consultants contributed effectively to
the conversation.","The
Town Hall Meeting is useful for sharing student ideas and involving campus and
community members in a discussion of those ideas.","I
would recommend the Town Hall Meeting next semester to others.",What did the Town Hall Meeting mean to you?,What could be improved to make the Town Hall Meeting better?,Why did you take a Town Hall Section of POLS 155?
11/9/2022 18:18,11/9/2022 18:24,IP Address,132.241.174.136,100,379,TRUE,11/9/2022 18:24,R_2b0QhvPSqeNo5MJ,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11462764,11462764,Drug Policy,Strongly Agree,Agree,Agree,Agree,Agree,Agree,It was meaningful because I got to see others who had similar concerns and interest about my topic. We all came together to talk about an issue we all care about and good to see I wasn't alone on my opinions.,One thing that could be improved is having less people since the check in process because it took longer than expected,It was one of the requirements for my major that seemed interesting and engaging
11/9/2022 20:12,11/9/2022 20:18,IP Address,71.193.30.48,100,340,TRUE,11/9/2022 20:18,R_2uNVWuCYXBLA4Wn,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10574591,10574591,Reproductive Health Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,"To me, Town Hall Meeting meant that although one person can't do much on their own, coming together as a group and contributing individually can create a solution to a problem.  ","I think the check in process could be done in a more organized fashion to get students checked in in a timely manner. Maybe do it by policy, or class time. ",I took a Town Hall section of POLS 155 to be introduced (in person) to passionate people and how I can be introduced to said people.
11/9/2022 20:39,11/9/2022 20:40,IP Address,98.208.47.174,100,54,TRUE,11/9/2022 20:40,R_qWRRcePYN4tfkl3,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10672000,10672000,Reproductive Health Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,,
11/9/2022 20:39,11/9/2022 20:41,IP Address,174.208.173.61,100,157,TRUE,11/9/2022 20:41,R_PRp2z5aKtAx3QRz,,,,,38.6226,-121.3885,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11535486,11535486,"Food, Agriculture, and Animal Policy",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly disagree,The town hall meant a night I had to talk to other students about my policy topic.,Accommodate for the amount of students and the timing ,I didn’t know there was a difference 
11/9/2022 21:43,11/9/2022 21:48,IP Address,132.241.174.176,100,297,TRUE,11/9/2022 21:48,R_3M4MIizA1XMfNFh,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11508381,11508381,Reproductive Health Policy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,To me it meant speaking with other about something that I also felt passionately about. It was cool to see everyones ideas involving my policy topic and how many things I forgot about that involved my topic.,"My TA was very discouraging and unhelpful in the discussion section, but was helpful when missing classes due to illness. I did not feel like my discussion class helped me with the town hall meeting.",It was the only one to fit in my schedule. 
11/10/2022 12:26,11/10/2022 12:33,IP Address,132.241.174.247,100,424,TRUE,11/10/2022 12:33,R_2TY7JDEmaFCae7Y,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11286029,11286029,Reproductive Health Policy,Agree,Disagree,Agree,Agree,Disagree,Agree,Town Hall was an interesting experience where we learned about how to engage in public policy but to be it was also a lesson in frustration because we were not well prepared. ,More preperation and explaination of what Town Hall is and what to expect instead of last minute explaination the day before the even. ,It's required to pass the class. 
11/10/2022 13:24,11/10/2022 13:27,IP Address,98.208.42.215,100,170,TRUE,11/10/2022 13:27,R_2VmQUQebHPVubFt,,,,,39.8068,-121.867,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11059257,11059257,Immigration Policy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It was great to be able to hear voices from other sides and options I also really enjoyed hearing the moderators at the end encouraging how we could take action certain ways with our policy solutions.,Maybe a little more time coordination. Three hours is really long.,Because I believe it is a good way to get a more in depth look in todays modern day politics.
11/10/2022 14:05,11/10/2022 14:08,IP Address,132.241.174.182,100,137,TRUE,11/10/2022 14:08,R_1dgCDra42yGcMJd,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11525632,11525632,Drug Policy,Agree,Agree,Agree,Agree,Agree,Agree,it meant a lot to me because It was an opportunity to use my voice and share information that was interested in and incorporate my own ideas,just maybe shorter,because it seemed cool
11/10/2022 15:03,11/10/2022 15:08,IP Address,73.116.74.221,100,266,TRUE,11/10/2022 15:08,R_2agZCVD9PO8Vc0h,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10995544,10995544,Drug Policy,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,,,cause it was required
11/10/2022 20:27,11/10/2022 20:32,IP Address,76.176.110.88,100,283,TRUE,11/10/2022 20:32,R_1FE5LHjlkAsnFnD,,,,,32.9661,-117.1202,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11670634,11670634,Higher Education Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Town Hall was an excellent experience that broadened my perspective and challenged my ideals.,"I wish the action symposium wasn't so small. It was frustrating trying to grab a chair before everyone else, people were shoved.","I have no idea, it was just the first class I saw."
11/10/2022 20:27,11/10/2022 20:36,IP Address,76.29.163.167,100,532,TRUE,11/10/2022 20:36,R_2azslPtWWun5VPT,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10807590,10807590,Reproductive Health Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,It was an interesting way for us students to get together and discuss their ideas about important topics related to todays society. ,Just more organization and it would be more efficient.,To pass the class
11/3/2022 22:44,11/3/2022 22:44,IP Address,76.137.177.61,8,9,FALSE,11/10/2022 21:44,R_2AXRYhl8NVidReY,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/3/2022 22:44,11/3/2022 22:44,IP Address,132.241.174.72,8,11,FALSE,11/10/2022 21:44,R_3CBehlf3h2WPlKX,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/3/2022 22:50,11/3/2022 22:53,IP Address,98.208.20.167,77,207,FALSE,11/10/2022 21:53,R_3j9bIl4dturJaN6,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10770150,10770150,Immigration Policy,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11/3/2022 23:28,11/3/2022 23:29,IP Address,172.58.39.58,62,49,FALSE,11/10/2022 22:29,R_Xpuk3zp43TOLxeh,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10770150,10770150,Immigration Policy,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,,,,
11/4/2022 0:14,11/4/2022 0:14,IP Address,172.58.37.8,8,5,FALSE,11/10/2022 23:14,R_3KJFcg4oqUUOHDW,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 1:01,11/4/2022 1:01,IP Address,76.114.60.1,8,5,FALSE,11/11/2022 0:01,R_r3A6pY6UNqxx2ed,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 2:22,11/4/2022 2:22,IP Address,50.216.25.74,8,19,FALSE,11/11/2022 1:22,R_3PiOURAC1fuggqg,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 9:50,11/4/2022 9:50,IP Address,172.58.31.21,8,8,FALSE,11/11/2022 8:50,R_3kmKphHpAEJJeNJ,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 10:43,11/4/2022 10:43,IP Address,76.137.239.122,23,24,FALSE,11/11/2022 9:43,R_3k7ma6Ze0BLl3AG,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11069787,11069787,,,,,,,,,,
11/4/2022 10:46,11/4/2022 10:47,IP Address,174.193.48.218,8,11,FALSE,11/11/2022 9:47,R_3sn4woyuRyVWwfM,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 10:54,11/4/2022 10:56,IP Address,132.241.247.200,54,168,FALSE,11/11/2022 9:56,R_1kZmkLQVNuxTUDT,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,5068389,5068389,,,,,,,,,,
11/4/2022 10:56,11/4/2022 10:57,IP Address,132.241.245.207,23,24,FALSE,11/11/2022 9:57,R_9AAM0yFCvAxdQ7n,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,621544,621544,,,,,,,,,,
11/4/2022 12:18,11/4/2022 12:18,IP Address,132.241.174.252,8,6,FALSE,11/11/2022 11:18,R_Rmde6hHZs5nMx0J,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 12:19,11/4/2022 12:19,IP Address,98.208.40.240,8,12,FALSE,11/11/2022 11:19,R_1d5mDdVQznEHnft,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 12:19,11/4/2022 12:19,IP Address,174.208.104.13,8,44,FALSE,11/11/2022 11:19,R_3MuuIY7uv1wWkHc,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 12:19,11/4/2022 12:20,IP Address,174.193.52.97,8,13,FALSE,11/11/2022 11:20,R_3envt4Wq6ebrAoX,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 12:20,11/4/2022 12:20,IP Address,107.116.89.131,8,11,FALSE,11/11/2022 11:20,R_2zDfn2w6kJbYBXJ,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 12:20,11/4/2022 12:20,IP Address,166.205.87.131,8,9,FALSE,11/11/2022 11:20,R_2aJf51g9I2TTNaQ,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 12:20,11/4/2022 12:21,IP Address,132.241.174.153,8,8,FALSE,11/11/2022 11:21,R_2VEHRIH8JGHbqPO,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 12:22,11/4/2022 12:22,IP Address,132.241.174.11,8,7,FALSE,11/11/2022 11:22,R_2usqnogbC9DvTrz,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 12:22,11/4/2022 12:22,IP Address,174.193.48.218,31,27,FALSE,11/11/2022 11:22,R_dnyn5QwDYrS8nwB,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11064860,11064860,Cost of Living and Poverty Policy,,,,,,,,,
11/4/2022 12:30,11/4/2022 12:30,IP Address,132.241.174.214,8,12,FALSE,11/11/2022 11:30,R_2tMbGWLtmxATPL0,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 12:46,11/4/2022 12:46,IP Address,216.106.153.65,8,11,FALSE,11/11/2022 11:47,R_27v4jcJwBBO4LZW,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 12:50,11/4/2022 12:50,IP Address,98.255.73.233,8,7,FALSE,11/11/2022 11:50,R_1lAyBAWSczuI9ef,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 12:21,11/4/2022 12:52,IP Address,132.241.174.201,38,1882,FALSE,11/11/2022 11:52,R_1Qu4FdMvqUqB2zo,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11354994,11354994,Cost of Living and Poverty Policy,Strongly Agree,,,,,,,,
11/4/2022 13:15,11/4/2022 13:15,IP Address,132.241.174.111,8,6,FALSE,11/11/2022 12:15,R_1jj4C2cR5pJHrM7,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 13:49,11/4/2022 13:50,IP Address,174.216.150.111,8,15,FALSE,11/11/2022 12:50,R_4JkZR0tkhjeT0el,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 14:13,11/4/2022 14:13,IP Address,98.238.227.135,8,33,FALSE,11/11/2022 13:13,R_8GJt7GdNJjAL0T7,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 14:42,11/4/2022 14:42,IP Address,132.241.174.132,8,6,FALSE,11/11/2022 13:42,R_22kJlg89AacSl7D,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 15:13,11/4/2022 15:13,IP Address,50.216.25.75,8,6,FALSE,11/11/2022 14:13,R_2qsZsw25c4dtQRp,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 15:36,11/4/2022 15:37,IP Address,132.241.174.192,8,8,FALSE,11/11/2022 14:37,R_2QsL6taJPohWBAJ,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 16:17,11/4/2022 16:18,IP Address,38.80.129.134,8,27,FALSE,11/11/2022 15:18,R_2ve9WhCReh46LeQ,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 16:53,11/4/2022 16:53,IP Address,216.106.153.65,8,6,FALSE,11/11/2022 15:53,R_3fjWrteMgjkWg3F,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 18:40,11/4/2022 18:40,IP Address,166.205.87.77,8,8,FALSE,11/11/2022 17:40,R_3JeLswDd6RiH3Pg,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/4/2022 18:50,11/4/2022 18:55,IP Address,107.127.14.18,8,294,FALSE,11/11/2022 17:55,R_3qJafwoYmNepQve,,,,,,,anonymous,EN,I do not agree to take this survey.,,,,,,,,,,,,
11/4/2022 13:35,11/5/2022 2:07,IP Address,98.255.112.73,8,45122,FALSE,11/12/2022 1:07,R_2WPg4yd5HeVQ3Kw,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/5/2022 12:13,11/5/2022 12:15,IP Address,172.58.36.108,85,118,FALSE,11/12/2022 11:15,R_3G0xXN2a3JYLGW7,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10839401,10839401,Reproductive Health Policy,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,"The town hall was a good experience, but felt like a lot of extra time which was just wasted. Doing it a different way could’ve been more productive.",,
11/5/2022 16:27,11/5/2022 17:58,IP Address,73.116.230.181,54,5450,FALSE,11/12/2022 16:58,R_2Y5pZTnbUYg1aGp,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,11657400,11657400,Climate Change and Environmental Policy,Agree,Agree,Agree,,,,,,
11/5/2022 17:58,11/5/2022 17:59,IP Address,98.41.162.136,8,60,FALSE,11/12/2022 16:59,R_10GCaZodFFogX02,,,,,,,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,,,,,,,,,,,,
11/12/2022 17:26,11/12/2022 17:32,IP Address,76.20.93.240,100,326,TRUE,11/12/2022 17:32,R_2w6surjkBf7GLKS,,,,,39.7458,-121.8444,anonymous,EN,I am 18-years of age or older and I agree to take this survey.,10990799,10990799,"Food, Agriculture, and Animal Policy",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,"I was really interested in growing my mentality regarding the government and the different ways we can figure out the process of decision making that goes on around us. We tend to look at the decision making as a simple one point answer but we never have gotten in depth with both perspectives in decision making and its points, this class helped in making those right decisions. Choices that I never focused on unless it's surrounding my personal self rather than what can affect everyone, everything is caused by a number of issues that fall one at a time and I tend to forget that."
